customer_id,transaction_id,card_id,transaction_time,amount,merchant,merchant_category,location,ingestion_timestamp,source_file,batch_id,home_location,avg_spend_per_day,preferred_category,high_amount_score,late_night_score,merchant_score,fraud_risk_score,risk_level,fraud_alert,previous_location,previous_transaction_time,time_difference_minutes,location_hop_score,transactions_last_15_minutes,multiple_transaction_score,fraud_rules_triggered
C001,T0086,CRD01,2026-04-28T05:19:25.000Z,1473.33,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Bengaluru,2026-04-28T05:12:50.000Z,6.583333333333333,35,2,0,null
C001,T0298,CRD01,2026-04-28T06:39:03.000Z,621.95,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-28T05:19:25.000Z,79.63333333333334,0,1,0,null
C001,T1017,CRD01,2026-04-28T09:38:58.000Z,1396.61,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Bengaluru,2026-04-28T06:39:03.000Z,179.91666666666666,0,1,0,null
C001,T0016,CRD01,2026-04-28T10:39:05.000Z,1465.36,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-28T09:38:58.000Z,60.11666666666667,0,1,0,null
C001,T0917,CRD01,2026-04-28T11:04:11.000Z,1458.22,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-28T10:39:05.000Z,25.1,0,1,0,null
C001,T0040,CRD01,2026-04-28T12:44:27.000Z,38823.37,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Delhi,2026-04-28T11:04:11.000Z,100.26666666666667,0,1,0,null
C001,T0570,CRD01,2026-04-28T12:44:42.000Z,402.85,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Mumbai,2026-04-28T12:44:27.000Z,0.25,35,2,0,null
C001,T0222,CRD01,2026-04-28T13:07:37.000Z,1189.54,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-28T12:44:42.000Z,22.916666666666668,0,1,0,null
C001,T0031,CRD01,2026-04-28T13:21:23.000Z,8318.89,BookMyShow,Entertainment,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,55,MEDIUM,NO,Delhi,2026-04-28T13:07:37.000Z,13.766666666666667,35,2,0,null
C001,T0880,CRD01,2026-04-28T13:27:47.000Z,855.41,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-28T13:21:23.000Z,6.4,0,2,0,null
C001,T0392,CRD01,2026-04-28T14:13:55.000Z,1128.18,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-28T13:27:47.000Z,46.13333333333333,0,1,0,null
C001,T0811,CRD01,2026-04-28T14:14:14.000Z,1216.78,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-28T14:13:55.000Z,0.31666666666666665,35,2,0,null
C001,T0664,CRD01,2026-04-28T15:38:57.000Z,410.86,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-28T14:14:14.000Z,84.71666666666667,0,1,0,null
C001,T0361,CRD01,2026-04-28T17:11:31.000Z,34001.5,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Delhi,2026-04-28T15:38:57.000Z,92.56666666666666,0,1,0,null
C001,T0523,CRD01,2026-04-28T18:39:01.000Z,728.46,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Pune,2026-04-28T17:11:31.000Z,87.5,0,1,0,null
C001,T0009,CRD01,2026-04-28T19:57:04.000Z,16459.41,Luxury Brand,Luxury,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Delhi,2026-04-28T18:39:01.000Z,78.05,0,1,0,null
C001,T0315,CRD01,2026-04-28T22:28:01.000Z,1128.22,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Bengaluru,2026-04-28T19:57:04.000Z,150.95,0,1,0,null
C001,T0760,CRD01,2026-04-28T22:51:29.000Z,12060.19,PVR Cinemas,Entertainment,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,85,CRITICAL,YES,Bengaluru,2026-04-28T22:28:01.000Z,23.466666666666665,35,1,0,null
C001,T0552,CRD01,2026-04-28T23:12:24.000Z,1402.69,Zomato,Food,Lucknow,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-28T22:51:29.000Z,20.916666666666668,35,1,0,null
C001,T0373,CRD01,2026-04-28T23:54:58.000Z,18660.11,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Lucknow,2026-04-28T23:12:24.000Z,42.56666666666667,0,1,0,null
C001,T0838,CRD01,2026-04-28T23:56:08.000Z,1398.81,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Pune,2026-04-28T23:54:58.000Z,1.1666666666666667,35,2,0,null
C001,T0287,CRD01,2026-04-29T01:45:44.000Z,1170.47,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,10,LOW,NO,Bengaluru,2026-04-28T23:56:08.000Z,109.6,0,1,0,null
C001,T0735,CRD01,2026-04-29T02:15:56.000Z,6117.27,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,20,30,MEDIUM,NO,Delhi,2026-04-29T01:45:44.000Z,30.2,0,1,0,null
C001,T0556,CRD01,2026-04-29T02:45:42.000Z,1462.8,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,45,MEDIUM,NO,Pune,2026-04-29T02:15:56.000Z,29.766666666666666,35,1,0,null
C001,T0266,CRD01,2026-04-29T03:48:55.000Z,954.46,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,10,LOW,NO,Bengaluru,2026-04-29T02:45:42.000Z,63.21666666666667,0,1,0,null
C001,T0672,CRD01,2026-04-29T04:00:10.000Z,115.09,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,10,LOW,NO,Delhi,2026-04-29T03:48:55.000Z,11.25,0,2,0,null
C001,T0326,CRD01,2026-04-29T04:04:53.000Z,1460.15,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,45,MEDIUM,NO,Delhi,2026-04-29T04:00:10.000Z,4.716666666666667,35,2,0,null
C001,T1003,CRD01,2026-04-29T05:13:24.000Z,38557.01,Reliance Digital,Electronics,Pune,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Bengaluru,2026-04-29T04:04:53.000Z,68.51666666666667,0,1,0,null
C001,T0553,CRD01,2026-04-29T06:03:34.000Z,691.9,Meesho,E-commerce,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Pune,2026-04-29T05:13:24.000Z,50.166666666666664,0,1,0,null
C001,T1026,CRD01,2026-04-29T06:48:45.000Z,231.26,Myntra,E-commerce,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Ahmedabad,2026-04-29T06:03:34.000Z,45.18333333333333,0,1,0,null
C001,T1074,CRD01,2026-04-29T07:07:10.000Z,8355.8,Dominos,Food,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,55,MEDIUM,NO,Bengaluru,2026-04-29T06:48:45.000Z,18.416666666666668,35,1,0,null
C001,T0560,CRD01,2026-04-29T07:17:34.000Z,937.65,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Jaipur,2026-04-29T07:07:10.000Z,10.4,35,2,0,null
C001,T1076,CRD01,2026-04-29T07:27:00.000Z,673.97,Meesho,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-29T07:17:34.000Z,9.433333333333334,35,2,0,null
C001,T0564,CRD01,2026-04-29T09:10:42.000Z,1107.95,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Hyderabad,2026-04-29T07:27:00.000Z,103.7,0,1,0,null
C001,T0676,CRD01,2026-04-29T09:55:33.000Z,2883.32,Myntra,E-commerce,Ahmedabad,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-29T09:10:42.000Z,44.85,0,1,0,null
C001,T0288,CRD01,2026-04-29T10:08:18.000Z,297.56,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Ahmedabad,2026-04-29T09:55:33.000Z,12.75,35,2,0,null
C001,T0162,CRD01,2026-04-29T10:37:51.000Z,461.32,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T10:08:18.000Z,29.55,0,1,0,null
C001,T0654,CRD01,2026-04-29T10:39:53.000Z,1399.89,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T10:37:51.000Z,2.033333333333333,0,2,0,null
C001,T0680,CRD01,2026-04-29T10:52:03.000Z,3359.79,Max Fashion,Shopping,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-29T10:39:53.000Z,12.166666666666666,35,3,0,null
C001,T0764,CRD01,2026-04-29T11:35:55.000Z,653.83,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Jaipur,2026-04-29T10:52:03.000Z,43.86666666666667,0,1,0,null
C001,T0251,CRD01,2026-04-29T14:24:42.000Z,534.5,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T11:35:55.000Z,168.78333333333333,0,1,0,null
C001,T0050,CRD01,2026-04-29T14:46:52.000Z,252.77,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T14:24:42.000Z,22.166666666666668,0,1,0,null
C001,T0608,CRD01,2026-04-29T15:44:35.000Z,4062.18,Yatra,Travel,Nagpur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,20,LOW,NO,Delhi,2026-04-29T14:46:52.000Z,57.71666666666667,0,1,0,null
C001,T0455,CRD01,2026-04-29T15:59:16.000Z,637,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Nagpur,2026-04-29T15:44:35.000Z,14.683333333333334,35,2,0,null
C001,T0736,CRD01,2026-04-29T16:35:11.000Z,704.82,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T15:59:16.000Z,35.916666666666664,0,1,0,null
C001,T1175,CRD01,2026-04-29T17:06:36.000Z,621.92,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T16:35:11.000Z,31.416666666666668,0,1,0,null
C001,T0140,CRD01,2026-04-29T17:48:36.000Z,1571,Apollo Pharmacy,Healthcare,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T17:06:36.000Z,42,0,1,0,null
C001,T0683,CRD01,2026-04-29T19:02:49.000Z,865.02,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Chennai,2026-04-29T17:48:36.000Z,74.21666666666667,0,1,0,null
C001,T0154,CRD01,2026-04-29T19:34:23.000Z,625.07,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T19:02:49.000Z,31.566666666666666,0,1,0,null
C001,T1044,CRD01,2026-04-29T21:19:01.000Z,4913.34,H&M,Shopping,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,20,LOW,NO,Delhi,2026-04-29T19:34:23.000Z,104.63333333333334,0,1,0,null
C001,T0277,CRD01,2026-04-29T22:54:19.000Z,1785.41,Amazon,E-commerce,Hyderabad,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Hyderabad,2026-04-29T21:19:01.000Z,95.3,0,1,0,null
C001,T0670,CRD01,2026-04-29T23:41:27.000Z,18964.39,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Hyderabad,2026-04-29T22:54:19.000Z,47.13333333333333,0,1,0,null
C001,T0588,CRD01,2026-04-29T23:42:17.000Z,396.13,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T23:41:27.000Z,0.8333333333333334,0,2,0,null
C001,T0462,CRD01,2026-04-30T00:05:41.000Z,712.79,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-29T23:42:17.000Z,23.4,0,1,0,null
C001,T0342,CRD01,2026-04-30T00:32:51.000Z,69.13,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-30T00:05:41.000Z,27.166666666666668,35,1,0,null
C001,T0297,CRD01,2026-04-30T01:40:45.000Z,11912.8,Louis Vuitton,Luxury,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,10,20,60,HIGH,YES,Jaipur,2026-04-30T00:32:51.000Z,67.9,0,1,0,null
C001,T0241,CRD01,2026-04-30T01:42:05.000Z,183.63,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,10,0,10,LOW,NO,Delhi,2026-04-30T01:40:45.000Z,1.3333333333333333,0,2,0,null
C001,T0508,CRD01,2026-04-30T05:22:31.000Z,693,H&M,Shopping,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T01:42:05.000Z,220.43333333333334,0,1,0,null
C001,T0942,CRD01,2026-04-30T05:24:45.000Z,39758.37,Tiffany,Luxury,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,85,CRITICAL,YES,Bengaluru,2026-04-30T05:22:31.000Z,2.2333333333333334,35,2,0,null
C001,T0388,CRD01,2026-04-30T05:58:34.000Z,1379.36,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Mumbai,2026-04-30T05:24:45.000Z,33.81666666666667,0,1,0,null
C001,T0232,CRD01,2026-04-30T06:17:35.000Z,271.31,Flipkart,E-commerce,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-30T05:58:34.000Z,19.016666666666666,35,1,0,null
C001,T0587,CRD01,2026-04-30T06:21:14.000Z,3585.03,IndianOil,Fuel,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Mumbai,2026-04-30T06:17:35.000Z,3.65,35,2,0,null
C001,T1199,CRD01,2026-04-30T06:44:28.000Z,1420.58,IndianOil,Fuel,Bengaluru,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Chennai,2026-04-30T06:21:14.000Z,23.233333333333334,35,1,0,null
C001,T0513,CRD01,2026-04-30T06:55:45.000Z,124.34,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Bengaluru,2026-04-30T06:44:28.000Z,11.283333333333333,35,2,0,null
C001,T0621,CRD01,2026-04-30T07:19:45.000Z,597.35,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-30T06:55:45.000Z,24,35,1,0,null
C001,T1185,CRD01,2026-04-30T08:08:40.000Z,13154.23,Blinkit,Groceries,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,50,MEDIUM,NO,Jaipur,2026-04-30T07:19:45.000Z,48.916666666666664,0,1,0,null
C001,T0715,CRD01,2026-04-30T08:15:42.000Z,79.57,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-30T08:08:40.000Z,7.033333333333333,35,2,0,null
C001,T0938,CRD01,2026-04-30T08:17:58.000Z,258.46,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Jaipur,2026-04-30T08:15:42.000Z,2.2666666666666666,35,3,0,null
C001,T0776,CRD01,2026-04-30T08:44:32.000Z,657.47,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T08:17:58.000Z,26.566666666666666,0,1,0,null
C001,T0918,CRD01,2026-04-30T08:52:04.000Z,368.37,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T08:44:32.000Z,7.533333333333333,0,2,0,null
C001,T1090,CRD01,2026-04-30T08:52:40.000Z,8302.91,PVR Cinemas,Entertainment,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,20,LOW,NO,Delhi,2026-04-30T08:52:04.000Z,0.6,0,3,0,null
C001,T0305,CRD01,2026-04-30T09:18:11.000Z,673.51,Flipkart,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T08:52:40.000Z,25.516666666666666,0,1,0,null
C001,T0110,CRD01,2026-04-30T10:08:22.000Z,1145.78,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T09:18:11.000Z,50.18333333333333,0,1,0,null
C001,T001,CRD01,2026-04-30T10:10:00.000Z,500,Amazon,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T10:08:22.000Z,1.6333333333333333,0,2,0,null
C001,T0763,CRD01,2026-04-30T10:13:17.000Z,281.42,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T10:10:00.000Z,3.283333333333333,0,3,0,null
C001,T002,CRD01,2026-04-30T10:15:00.000Z,20000,Apple Store,Electronics,Mumbai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,85,CRITICAL,YES,Delhi,2026-04-30T10:13:17.000Z,1.7166666666666666,35,4,0,null
C001,T004,CRD01,2026-04-30T10:20:00.000Z,30000,Luxury Brand,Luxury,Bangalore,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,30,0,20,85,CRITICAL,YES,Mumbai,2026-04-30T10:15:00.000Z,5,35,5,0,null
C001,T0268,CRD01,2026-04-30T10:38:16.000Z,284.72,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Bangalore,2026-04-30T10:20:00.000Z,18.266666666666666,35,1,0,null
C001,T0794,CRD01,2026-04-30T10:59:15.000Z,679.35,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T10:38:16.000Z,20.983333333333334,0,1,0,null
C001,T0262,CRD01,2026-04-30T12:14:13.000Z,1434.35,Myntra,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T10:59:15.000Z,74.96666666666667,0,1,0,null
C001,T0507,CRD01,2026-04-30T12:37:23.000Z,873.1,Meesho,E-commerce,Jaipur,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,35,MEDIUM,NO,Delhi,2026-04-30T12:14:13.000Z,23.166666666666668,35,1,0,null
C001,T0144,CRD01,2026-04-30T14:33:05.000Z,9302.44,Zara,Shopping,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,20,20,LOW,NO,Jaipur,2026-04-30T12:37:23.000Z,115.7,0,1,0,null
C001,T0968,CRD01,2026-04-30T17:02:53.000Z,3266.96,PVR Cinemas,Entertainment,Chennai,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Delhi,2026-04-30T14:33:05.000Z,149.8,0,1,0,null
C001,T0137,CRD01,2026-04-30T17:37:42.000Z,428.51,Meesho,E-commerce,Delhi,2026-07-13T18:59:19.304Z,transaction.csv,1,Delhi,2000,E-commerce,0,0,0,0,LOW,NO,Chennai,2026-04-30T17:02:53.000Z,34.81666666666667,0,1,0,null
